geneid	chr	left	right
NEXN-AS1	1	77881348	77889539
NFATC2IP-AS1	16	28952816	28966883
NFE4	7	102973354	102988856
NHEG1	6	136982165	136993234
NHIP	22	49043919	49052549
NHSL1-AS1	6	138691730	138697290
NIFK-AS1	2	121649320	121728567
NINJ2-AS1	12	630858	664196
NIPBL-DT	5	36864425	36876700
NLGN4Y-AS1	Y	14793642	14804033
NNT-AS1	5	43571594	43603230
NOP14-AS1	4	2934876	2961738
NORAD	20	36042280	36051018
NPEPPSP1	17	38078262	38124770
NPHP3-AS1	3	132721750	132895230
NQO2-AS1	6	2989332	2999745
NR2F1-AS1	5	93360779	93585649
NR2F2-AS1	15	96080713	96337579
NRAV	12	120488079	120495954
NRIP3-DT	11	9004093	9067776
NRIR	2	6819463	6840464
NRSN2-AS1	20	316860	348490
NSMCE1-DT	16	27268205	27290492
NSUN5P1	7	75410368	75416597
NSUN5P2	7	72948485	72954717
NTM-AS1	11	131622451	131663635
NUDT16-DT	3	131276183	131381656
NUP107-DT	12	68674368	68687755
NUP153-AS1	6	17706083	17711324
NUP50-DT	22	45133020	45163862
NUTM2A-AS1	10	87189002	87342612
NUTM2B-AS1	10	79661394	79826594
ODC1-DT	2	10448640	10457693
OGFRP1	22	42269703	42279534
OIP5-AS1	15	41283958	41322392
OLMALINC	10	100372914	100454043
OOEP-AS1	6	73369704	73387717
OR2A1-AS1	7	144250042	144356219
OSBPL10-AS1	3	31703986	31721652
OSER1-DT	20	44210907	44226450
OSGEPL1-AS1	2	189762704	189765562
OSMR-DT	5	38668922	38845956
OSTM1-AS1	6	108123457	108159392
OSTN-AS1	3	191213290	191261138
OTOAP1	16	22546964	22576682
OTUD6B-AS1	8	91059318	91070583
OTX2-AS1	14	56813183	57152177
OVCH1-AS1	12	29389281	29487908
OXA1L-DT	14	22668229	22766669
P3H2-AS1	3	190120219	190321535
P4HA3-AS1	11	74311362	74324705
PABPC4-AS1	1	39565034	39573860
PACRG-AS1	6	163306907	163324583
PACRG-AS3	6	163163830	163192038
PANDAR	6	36673621	36675126
PANK2-AS1	20	3862613	3889202
PANTR1	2	104656012	104857008
PAPLN-AS1	14	73242651	73246018
PAQR5-DT	15	69263427	69298814
PAQR9-AS1	3	142960650	143001559
PARD6G-AS1	18	80147907	80179839
PARP11-AS1	12	3871542	3916616
PART1	5	60487713	60548813
PATL1-DT	11	59669241	59676050
PAUPAR	11	31812307	32002405
PAX8-AS1	2	113211421	113276581
PAXBP1-AS1	21	32728079	32747065
PAXIP1-AS2	7	154928460	154952188
PAXIP1-DT	7	155002548	155011785
PBX3-DT	9	125738832	125746552
PCA3	9	76691980	76863307
PCAT1	8	126556323	127419050
PCAT14	22	23536821	23547797
PCAT18	18	26658954	26703783
PCAT19	19	41449520	41502015
PCAT5	10	35778302	35800920
PCAT7	9	94554599	94603990
PCBP1-AS1	2	69963254	70105068
PCCA-DT	13	100053074	100089111
PCDH10-DT	4	133075311	133151069
PCED1B-AS1	12	47135273	47216503
PCGF3-AS1	4	760202	781874
PCMTD1-DT	8	51899229	52022974
PCOLCE-AS1	7	100589402	100605782
PCSK6-AS1	15	101334437	101337532
PDC-AS1	1	186423481	186521147
PDCD4-AS1	10	110868890	110872366
PDCD6IP-DT	3	33778710	33799029
PDGFA-DT	7	519288	533282
PDK4-AS1	7	95545182	95619995
PDXDC2P-NPIPB14P	16	69976297	70065948
PEG13	8	140092781	140100553
PELATON	20	50233416	50312038
PELO-AS1	5	52673186	52800811
PENK-AS1	8	56445807	56556513
PFN2-AS1	3	149971347	149982425
PGLS-DT	19	17488990	17511889
PGM5-AS1	9	68343539	68358022
PGM5P2	9	41039611	41074448
PGM5P3-AS1	9	72562	90820
PI4KAP1	22	18534005	18548798
PIK3CD-AS1	1	9652610	9654586
PIK3CD-AS2	1	9672405	9687604
PINK1-AS	1	20642657	20652193
PITPNA-AS1	17	1516815	1518106
PITX1-AS1	5	135033280	135358219
PIWIL4-AS1	11	94545330	94740388
PKD1P6-NPIPP1	16	15104312	15154794
PKD2L2-DT	5	137757764	137889434
PKN2-AS1	1	87620803	88685450
PKP4-AS1	2	158658337	158776987
PLA2G4E-AS1	15	41972763	41999094
PLAC4	21	41171944	41186807
PLBD1-AS1	12	14567393	14624191
PLCG1-AS1	20	41098019	41138003
PLPPR5-AS1	1	99004276	99244794
PLS3-AS1	X	115518182	115562731
PLXNB3-AS1	X	153735626	153766488
PMCHL2	5	71375830	71376336
PMS2P3	7	75510931	75516235
PMS2P4	7	67295608	67299424
PNISR-AS1	6	99424847	99502354
POC1B-AS1	12	89524545	89594878
POLG-DT	15	89334583	89336161
POLH-AS1	6	43588230	43591362
POLR2J4	7	44014603	44019113
POM121L9P	22	24252005	24253289
POT1-AS1	7	124929862	125482966
PPIEL	1	39531838	39558707
PPM1B-DT	2	44116791	44168859
PPM1F-AS1	22	21938269	21977632
PPM1K-DT	4	88283967	88370797
PPP1CB-DT	2	28689610	28751776
PPP1R12A-AS1	12	79934901	79942712
PPP1R13B-DT	14	103847687	103880381
PPP1R26-AS1	9	135417086	135480777
PPP1R3B-DT	8	9151669	9426716
PPP1R9A-AS1	7	95035692	95214338
PPP3CB-AS1	10	73495297	73520070
PPP5D1P	19	46525663	46527072
PRANCR	12	69901918	70244533
PRC1-AS1	15	90966340	90988625
PRDM10-DT	11	130002619	130005492
PRDX6-AS1	1	173417789	173489407
PRECSIT	13	110863987	110870476
PRICKLE2-AS1	3	64024107	64103131
PRICKLE2-AS3	3	64187544	64200965
PRKAG2-AS1	7	151876304	151879851
PRKAG2-AS2	7	151806490	151810820
PRKAR1B-AS1	7	601634	608502
PRKAR2A-AS1	3	48847572	48897568
PRKAR2B-AS1	7	107065713	107133733
PRKCH-AS1	14	61294909	61322838
PRKCQ-AS1	10	6580419	6616921
PRKG1-AS1	10	52167104	52315122
PRNCR1	8	127079874	127092600
PRORY	Y	21382954	21386360
PROSER2-AS1	10	11849608	11902519
PROX1-AS1	1	213817751	213988508
PRPF19-DT	11	60906666	60910173
PRPF31-AS1	19	54119511	54125343
PRR11-AS1	17	59202677	59203829
PRR29-AS1	17	63994763	63999899
PRR34	22	46049478	46054144
PRR7-AS1	5	177433655	177455513
PRSS40A	2	130570829	130584161
PSMA3-AS1	14	58265365	58298641
PSMB8-AS1	6	32844078	32846500
PSMD14-DT	2	161222782	161308389
PSMD6-AS1	3	64011964	64016246
PSMD6-AS2	3	64004022	64012148
PSMD7-DT	16	73943078	74296783
PSMG3-AS1	7	1570063	1589626
PTCSC2	9	97699625	97853116
PTCSC3	14	36130677	36217284
PTENP1-AS	9	33676785	33688011
PTGES2-AS1	9	128128529	128130628
PTOV1-AS1	19	49838639	49851687
PTOV1-AS2	19	49856970	49859289
PTPN23-DT	3	47379079	47381620
PTPRD-AS1	9	8857982	8864772
PTPRD-DT	9	10613202	10622252
PTPRG-AS1	3	62214400	62369406
PTPRN2-AS1	7	157854459	157863011
PURPL	5	27217714	27497871
PVT1	8	127794513	128188202
PWRN1	15	24101827	24823365
PWRN4	15	23912409	24090821
PXN-AS1	12	120201260	120213401
PYCARD-AS1	16	31201486	31203452
PYDC2-AS1	3	191425493	191591097
RAB11B-AS1	19	8368304	8390685
RAB17-DT	2	237590829	237595985
RAB30-DT	11	83071977	83149417
RAB33B-AS1	4	139405367	139454054
RAB4A-AS1	1	229256892	229271242
RABGAP1L-DT	1	174110268	174160394
RABGAP1L-IT1	1	174896958	174897996
RAD51-AS1	15	40686161	40695128
RALGPS2-AS1	1	178724306	178726285
RALY-AS1	20	33980679	33994413
RAMP2-AS1	17	42753910	42761625
RAP2C-AS1	X	132161687	132432862
RARA-AS1	17	40340867	40343136
RASAL2-AS1	1	178090677	178094444
RASGRF2-AS1	5	80947689	80961357
RASSF8-AS1	12	25936683	25959765
RBFADN	18	80046900	80095482
RBM15-AS1	1	110286375	110339216
RBM26-AS1	13	79405901	79427317
RBM33-DT	7	155611231	155645205
RBM38-AS1	20	57376240	57393062
RBM5-AS1	3	50099603	50100988
RBMS3-AS2	3	29526251	29642809
RBMS3-AS3	3	29054570	29290726
RBPMS-AS1	8	30380582	30385401
RC3H1-IT1	1	174009267	174016206
RCAN2-DT	6	46491967	46606283
RCCD1-AS1	15	90952239	90955225
RDH10-AS1	8	73297705	73370609
REL-DT	2	60823069	60882232
RELA-DT	11	65662980	65703532
RENO1	17	81339178	81345995
REV3L-IT1	6	111360641	111361607
RFPL1S	22	29409067	29478923
RFPL3S	22	32359886	32382106
RFX3-DT	9	3526038	3695614
RGPD4-AS1	2	107823063	107826891
RGS5	1	163111121	163321791
RHOA-IT1	3	49365145	49367006
RHOXF1-AS1	X	120036236	120146855
RHOXF1P1	X	120014802	120015407
RMST	12	97386565	97598415
RN7SL832P	2	10690344	10692099
RNASE2CP	14	20909831	20920307
RNASEH1-DT	2	3558375	3564842
RNASEH2B-AS1	13	50862172	50910789
RNF139-DT	8	124462485	124474616
RNF157-AS1	17	76138425	76154650
RNF213-AS1	17	80351828	80415168
RNF216P1	7	4973988	5040675
RNF217-AS1	6	124644434	124963587
RNF32-DT	7	156388922	156640654
RNU6ATAC35P	1	220825620	220826063
ROCK1P1	18	116842	118504
ROR1-AS1	1	64094379	64171342
RORB-AS1	9	74123425	74499127
RP9P	7	32916815	32943038
RPAP3-DT	12	47705783	47742294
RPL23AP7	2	113611779	113612247
RPL26L1-AS1	5	172954666	172960081
RPL30-AS1	8	98041726	98044121
RPL34-DT	4	108538190	108620518
RPP38-DT	10	15095385	15097319
RRAGC-DT	1	38859886	38965038
RRM1-AS1	11	4137116	4138257
RRN3P2	16	29074796	29403423
RRN3P3	16	22429796	22435812
RRP7BP	22	42574733	42582001
RRS1-DT	8	66209800	66432399
RSF1-IT1	11	77738680	77739568
RSF1-IT2	11	77717712	77718411
RTCA-AS1	1	100251528	100266182
RUNDC3A-AS1	17	44299567	44315515
RUNX2-AS1	6	45573346	45576770
RUSC1-AS1	1	155316856	155324385
RWDD3-DT	1	95161676	95234108
RXYLT1-AS1	12	63804739	63822219
S1PR1-DT	1	101228769	101236815
SAMD4A-AS1	14	54683694	54729339
SAMMSON	3	69999550	70518064
SAP30-DT	4	173349543	173371866
SAP30L-AS1	5	154325568	154445855
SATB1-AS1	3	18445024	18923280
SBDSP1	7	72829656	72836701
SBF2-AS1	11	9758267	9811335
SBNO1-AS1	12	123363868	123366113
SCAMP1-AS1	5	78342330	78360532
SCARNA9	11	93721513	93721865
SCAT1	17	78605233	78632155
SCAT8	6	63805797	63822975
SCGB1B2P	19	34576727	34668193
SCIRT	6	43931505	44074685
SCN1A-AS1	2	165957188	166390771
SCOC-AS1	4	140283724	140373432
SCUBE1-AS1	22	43275955	43283830
SDAD1-AS1	4	75980790	76005942
SDCBP2-AS1	20	1325366	1378735
SDHAP1	3	195963335	195990258
SDHAP4	3	197619740	197627848
SEC24B-AS1	4	109346134	109434572
SEC61G-DT	7	54759283	54814588
SEC62-AS1	3	169978536	169985715
SEMA3F-AS1	3	50116022	50156085
SEMA6A-AS1	5	116432500	116552198
SENCR	11	128691664	128696038
SEPSECS-AS1	4	25160641	25201440
SEPTIN14P23	Y	25377557	25394719
SEPTIN4-AS1	17	58514723	58583963
SEPTIN7-DT	7	35715940	35801141
SEPTIN7P9	10	38391983	38399730
SERPINB9P1	6	2851230	2886183
SETD4-AS1	21	36060337	36064408
SF1-DT	11	64778085	64779405
SFTPD-AS1	10	79968213	79973213
SGMS1-AS1	10	50623466	50676367
SGO1-AS1	3	20174244	21168896
SGSM2-AS1	17	2375061	2379306
SGSM3-AS1	22	40372664	40388290
SH3BP5-AS1	3	15254184	15264515
SH3TC2-DT	5	149063199	149130020
SHANK2-AS1	11	70626441	70648360
SHANK2-AS3	11	70862790	70865115
SIAH2-AS1	3	150761926	151080726
SIGLEC17P	19	51167338	51167883
SIGLEC5	19	51630101	51645545
SILC1	2	5932543	6060570
SIPA1L1-AS1	14	71292719	71321892
SIRPG-AS1	20	1633508	1648472
SKAP1-AS1	17	48185938	48204529
SLC12A2-DT	5	127939152	128083974
SLC16A1-AS1	1	112849483	113047059
SLC18A2-AS1	10	117238762	117242032
SLC20A1-DT	2	112641823	112645742
SLC25A25-AS1	9	128108581	128118693
SLC25A51P4	11	18209693	18210541
SLC26A4-AS1	7	107650260	107662204
SLC28A2-AS1	15	45235930	45285889
SLC2A1-DT	1	42959028	42996814
SLC30A6-DT	2	32165035	32165760
SLC38A4-AS1	12	46383041	46876804
SLC39A12-AS1	10	18001786	18010562
SLC5A4-AS1	22	32205115	32278382
SLC7A14-AS1	3	170448639	170860993
SLC8A1-AS1	2	39786453	40255209
SLCO4A1-AS2	20	62648961	62650767
SLFNL1-AS1	1	41014590	41043890
SLIT3-AS2	5	168706567	168720884
SMANTIS	2	69789541	69804663
SMC2-DT	9	103945549	104093073
SMCR5	17	17776686	17779529
SMG1P5	16	30267553	30335054
SMG1P7	16	70219870	70246610
SMG7-AS1	1	183448118	183472983
SMILR	8	122414332	122428551
SMIM14-DT	4	39638911	39666879
SMIM2-AS1	13	44110361	44240517
SMYD3-IT1	1	246321663	246322438
SNAI3-AS1	16	88663298	88687289
SNAP25-AS1	20	10006381	10368848
SND1-DT	7	127644685	127652068
SNHG1	11	62851833	62856444
SNHG10	14	95521937	95534925
SNHG11	20	38446343	38450943
SNHG12	1	28578536	28583132
SNHG14	15	24978583	25420336
SNHG15	7	44983019	44986961
SNHG16	17	76557191	76714384
SNHG17	20	38419638	38435409
SNHG19	16	2151103	2155672
SNHG20	17	77086716	77099902
SNHG21	15	82750512	82796682
SNHG22	18	49813944	49851059
SNHG25	17	64145208	64146810
SNHG26	7	22853869	22913785
SNHG27	4	131725154	131791492
SNHG28	1	159834480	159855071
SNHG29	17	16438767	16480249
SNHG3	1	28505980	28510892
SNHG30	17	35568050	35574900
SNHG31	2	214809470	214963622
SNHG32	6	31822094	31839766
SNHG4	5	139274102	139284899
SNHG5	6	85644369	85678943
SNHG6	8	66895990	66926525
SNHG7	9	136721366	136728961
SNHG8	4	118278462	118285316
SNHG9	16	1964526	1965513
SNRPA1-DT	15	101295348	101305737
SOCS2-AS1	12	93501115	93571768
SOCS3-DT	17	78357451	78374619
SOD1-DT	21	31624034	31659500
SOD2-OT1	6	159760258	159762332
SORD2P	15	44827060	44861850
SORL1-AS1	11	121413274	121453013
SOS1-IT1	2	38992279	38993857
SOX2-OT	3	180989510	181836880
SOX9-AS1	17	72067099	72237203
SP2-AS1	17	47873927	47941417
SPACA6-AS1	19	51685363	51693456
SPAG16-DT	2	213266833	213284543
SPAG5-AS1	17	28598790	28617377
SPANXA2-OT1	X	141176743	141649927
SPART-AS1	13	36346431	36369601
SPATA13	13	23979810	24035027
SPEN-AS1	1	15770783	15848147
SPINT1-AS1	15	40834724	40844636
SPRY4-AS1	5	142325177	142761042
SRD5A3-AS1	4	55363971	55396096
SREBF2-AS1	22	41831215	41834665
SRP14-DT	15	40039242	40087903
SRRM2-AS1	16	2737070	2752620
SSTR5-AS1	16	1064081	1078731
ST20	15	79898840	79923702
ST20-AS1	15	79922771	79927304
ST3GAL3-AS1	1	43708983	43727343
ST3GAL6-AS1	3	98706236	98733597
ST7-AS1	7	116952446	116954334
ST8SIA5-DT	18	46756487	46802449
ST8SIA6-AS1	10	17386907	17445758
STAG1-DT	3	136751534	136806308
STAG3L4	7	67305987	67309715
STAG3L5P	7	100338197	100338886
STAG3L5P-PVRIG2P-PILRB	7	100336079	100367831
STAM-DT	10	17641284	17643878
STARD13-IT1	13	33158587	33164409
STARD4-AS1	5	111510396	111739726
STARD7-AS1	2	96208389	96243353
STAU2-AS1	8	73420004	73441526
STK4-DT	20	44963794	44966959
STPG2-AS1	4	97366679	97491899
STX18-AS1	4	4542090	4821468
STXBP5-AS1	6	146824501	147204677
SUCLA2-AS1	13	48001389	48002620
SUCLG2-DT	3	67654585	67947713
SUGCT-AS1	7	40538127	40546928
SUGT1P4-STRA6LP-CCDC180	9	97238497	97377287
SUNO1	19	33906352	33908393
SUV39H2-DT	10	14864021	14879668
SVIL-AS1	10	29409618	29415412
SYNGAP1-AS1	6	33436829	33454470
SYNJ2-IT1	6	158001107	158002383
SYNM-AS1	15	98954149	99105877
SYNPO2L-AS1	10	73647529	73676496
SYT9-AS1	11	7418826	7513675
TAB3-AS1	X	30834623	30835300
TAF12-DT	1	28643159	28648829
TAF1A-AS1	1	222589825	222593843
TAGAP-AS1	6	158988178	159088114
TALAM1	11	65499045	65507432
TAPT1-AS1	4	16226685	16323197
TARID	6	133485013	133953083
TAT-AS1	16	71564952	71578187
TBC1D22A-AS1	22	46914092	46916042
TBC1D26-AS1	17	15735023	15764613
TBX3-AS1	12	114681703	114767992
TCL6	14	95620914	95679833
TDRKH-AS1	1	151790709	151794403
TEDC2-AS1	16	2464950	2468213
TEKT4P2	21	8995098	9129773
TENM3-AS1	4	181820001	182145249
TERC	3	169764610	169765060
TERLR1	5	1173141	1182901
TET2-AS1	4	105171354	105353011
TEX26-AS1	13	30881933	30933846
TEX41	2	144666312	145262988
TFAP2A-AS1	6	10409340	10457192
THAP7-AS1	22	21001536	21010342
THAP9-AS1	4	82893009	82900960
THBS2-AS1	6	169213118	169245773
THBS4-AS1	5	80052374	80083665
THOC1-DT	18	267616	293040
THRB-IT1	3	24455136	24459434
THRIL	12	125025434	125027410
THSD4-AS1	15	71147650	71189114
THUMPD3-AS1	3	9349689	9398625
TICAM2-AS1	5	115602057	115623897
TM4SF19-AS1	3	196318288	196325570
TMC3-AS1	15	81324301	81696991
TMCC1-DT	3	129893788	129918579
TMCO1-AS1	1	165768929	165775176
TMED2-DT	12	123570393	123602035
TMEM105	17	81311270	81330674
TMEM11-DT	17	21214322	21238485
TMEM139-AS1	7	143255264	143287997
TMEM147-AS1	19	35540731	35546029
TMEM161B-DT	5	88268843	88439337
TMEM167B-DT	1	109087971	109090858
TMEM18-DT	2	677119	697382
TMEM184C-DT	4	147539705	147617264
TMEM191A	22	20702007	20704490
TMEM202-AS1	15	72406416	72475168
TMEM212-AS1	3	171815586	171900749
TMEM254-AS1	10	80040484	80079255
TMEM30A-DT	6	75284151	75337927
TMEM44-AS1	3	194583969	194590263
TMEM51-AS1	1	15111815	15153618
TMEM72-AS1	10	44793119	44959733
TMEM78	1	229249636	229251810
TMEM9B-AS1	11	8963410	8977527
TMPO-AS1	12	98512791	98516422
TNFRSF10A-DT	8	23224471	23230926
TNFRSF14-AS1	1	2540861	2557059
TNK2-AS1	3	195908076	195913986
TNKS2-DT	10	91782768	91798479
TNS1-AS1	2	217978372	217993776
TNS2-AS1	12	53012884	53054801
TOB1-AS1	17	50866605	50938089
TOLLIP-DT	11	1309769	1310707
TONSL-AS1	8	144437675	144439971
TOX-DT	8	59117374	59123478
TP53TG1	7	87322943	87345596
TPBGL-AS1	11	75206034	75241173
TPRG1-AS1	3	188941196	188947829
TPT1-AS1	13	45341345	45417975
TPTEP1	22	16637040	16638740
TRABD-AS1	22	50199049	50201596
TRAF3IP2-AS1	6	111483389	111598784
TRAM2-AS1	6	52576786	52643081
TRD-AS1	14	22197446	22484462
TRDN-AS1	6	123389421	123511509
TRG-AS1	7	38330978	38378804
TRHDE-AS1	12	72249964	72276954
TRIM16L	17	18722237	18735460
TRIM52-AS1	5	181246463	181295573
TRIM7-AS1	5	181195496	181203103
TRIM8-DT	10	102642792	102644140
TRMT2B-AS1	X	101043564	101094476
TRMT61A-DT	14	103525010	103529072
TRPC2	11	3616679	3637549
TSBP1-AS1	6	32254640	32407763
TSC22D1-AS1	13	44575766	44755728
TSIX	X	73792205	73829231
TSPOAP1-AS1	17	58324472	58415766
TTBK2-AS1	15	42737157	42743202
TTC14-DT	3	180491772	180602142
TTC28-AS1	22	27919303	28008581
TTLL1-AS1	22	43015375	43058506
TTLL10-AS1	1	1173056	1179555
TTLL7-IT1	1	83979118	83984300
TTN-AS1	2	178521183	178779963
TTTY10	Y	20464916	20575519
TTTY12	Y	7803996	7814684
TTTY14	Y	18772706	19077555
TUSC8	13	44397630	44414920
TWSG1-DT	18	9287952	9334558
TYMSOS	18	630886	658352
UBA6-DT	4	67700955	68080952
UBAC2-AS1	13	99181223	99201558
UBBP4	17	22204093	22205009
UBE2D3-AS1	4	102827592	102844111
UBE2H-DT	7	129953068	130026989
UBE2Q2P1	15	84526781	84570700
UBE2Q2P2	15	82391844	82420075
UBL7-DT	15	74461194	74516959
UBQLN1-AS1	9	83707594	83713610
UBR5-DT	8	102239386	102253750
UCA1	19	15828206	15836328
UCKL1-AS1	20	63953384	63956985
UFL1-AS1	6	96199810	96521745
UGDH-AS1	4	39527713	39594707
ULK4P2	15	30579285	30596738
UQCRFS1-DT	19	29213208	29223137
USP2-AS1	11	119356467	119659284
USP34-DT	2	61470077	61495188
USP46-DT	4	52656675	52661668
UVRAG-DT	11	75794032	75815406
UXT-AS1	X	47658833	47692326
VAC14-AS1	16	70755035	70773251
VIM-AS1	10	17214239	17230029
VIPR1-AS1	3	42506465	42533258
VIRMA-DT	8	94553461	94594794
VLDLR-AS1	9	2301072	2622457
VPS13B-DT	8	98956967	99013743
VPS33B-DT	15	90994657	91036611
VSIG10L-AS1	19	51340695	51344117
VSTM2B-DT	19	29286592	29529156
WAC-AS1	10	28519917	28533066
WAKMAR2	6	137820625	137868233
WARS2-AS1	1	119140391	119362600
WARS2-IT1	1	119047405	119064785
WASF3-AS1	13	26606544	26641793
WASH2P	2	113588550	113599034
WASIR1	Y	57201135	57203405
WASIR2	16	22845	25191
WASL-DT	7	123749068	123751857
WDFY3-AS2	4	84965534	85011277
WDR11-DT	10	120759898	120851457
WDR5-DT	9	134131446	134135772
WDR5B-DT	3	122415520	122443180
WDR87BP	19	37829050	37836964
WEE2-AS1	7	141704003	141738346
WT1-AS	11	32435324	32500645
WWP1-AS1	8	86333274	86343429
WWTR1-AS1	3	149656999	149661364
WWTR1-IT1	3	149648997	149650184
XACT	X	113616300	114059289
XIAP-AS1	X	123872626	123873932
XIST	X	73820649	73852714
XPC-AS1	3	14144637	14165978
YEATS2-AS1	3	183806457	183810783
YPEL3-DT	16	30096363	30105193
YWHAEP7	17	37854303	37855228
YWHAH-AS1	22	31907140	31945518
ZBED3-AS1	5	77086688	77166909
ZBED5-AS1	11	10858179	11062660
ZBTB11-AS1	3	101676421	101685669
ZBTB20-AS1	3	114351771	114388978
ZBTB20-AS4	3	115100423	115103061
ZBTB46-AS1	20	63808024	63816521
ZCCHC14-DT	16	87492555	87516940
ZDHHC12-DT	9	128724233	128733313
ZEB1-AS1	10	31204982	31320484
ZEB2-AS1	2	144517978	144521477
ZFAND2A-DT	7	1160374	1165607
ZFAS1	20	49277054	49299600
ZFHX2-AS1	14	23511760	23560778
ZKSCAN2-DT	16	25257952	25355763
ZMPSTE24-DT	1	40256333	40257994
ZNF132-DT	19	58440448	58445849
ZNF213-AS1	16	3100696	3150562
ZNF22-AS1	10	44997697	45236093
ZNF225-AS1	19	44103007	44113320
ZNF232-AS1	17	5096979	5115004
ZNF236-DT	18	76794732	76822295
ZNF24TR	18	35437887	35467090
ZNF252P	8	144976190	144999723
ZNF252P-AS1	8	145002811	145037152
ZNF286B	17	18661937	18681846
ZNF295-AS1	21	42009078	42055131
ZNF337-AS1	20	25624017	25689032
ZNF346-IT1	5	177051714	177052963
ZNF350-AS1	19	51949112	51981374
ZNF407-AS1	18	74582514	74598885
ZNF426-DT	19	9538665	9539742
ZNF433-AS1	19	11987617	12046275
ZNF436-AS1	1	23368485	23371858
ZNF451-AS1	6	57114894	57174236
ZNF454-DT	5	178896608	178940992
ZNF460-AS1	19	57254567	57280418
